Season_Name,Date,StartTime,PlotNum,Riding.not,Species,COMMON_NAME,ObsType,Num_Seen,Distance,X0_3,X3_5,X5_7,X7_10
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,MODO,Mourning Dove,Visual,2,111,2,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,SWTH,Swainson's Thrush,Call,1,55,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,MODO,Mourning Dove,Visual,1,26,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,AMGO,American Goldfinch,Visual,1,66,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,AMGO,American Goldfinch,Visual,1,60,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,AMGO,American Goldfinch,Visual,1,97,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,BEWR,Bewick's Wren,Song,1,61,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,CATH,California Thrasher,Song,1,86,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,WCSP,White-crowned Sparrow,Song,1,16,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,SPTO,Spotted Towhee,Call,1,42,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,WCSP,White-crowned Sparrow,Call,1,75,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,CATH,California Thrasher,Song,1,70,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/9/2013,8:31,1,R,MODO,Mourning Dove,Visual,2,10,2,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,8:31,1,R,BEWR,Bewick's Wren,Song,1,70,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,8:31,1,R,WIWA,Wilson's Warbler,Song,1,38,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,8:31,1,R,AMGO,American Goldfinch,Song,1,73,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,8:31,1,R,WCSP,White-crowned Sparrow,Song,1,31,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,8:31,1,R,BEWR,Bewick's Wren,Song,1,28,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,8:31,1,R,WCSP,White-crowned Sparrow,Song,1,110,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/9/2013,8:31,1,R,BUSH,Bushtit,Visual,1,46,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/9/2013,8:31,1,R,MODO,Mourning Dove,V/S,1,61,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/9/2013,8:31,1,R,SPTO,Spotted Towhee,Song,1,48,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/9/2013,8:31,1,R,OCWA,Orange-crowned Warbler,Song,1,58,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/9/2013,8:31,1,R,BUSH,Bushtit,Visual,2,58,NA,NA,NA,2
2013 Spring Survey 2 of 4,5/9/2013,8:31,1,R,WIWA,Wilson's Warbler,Visual,1,9,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/8/2013,9:37,2,R,RWBL,Red-winged Blackbird,V/C,1,28,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,9:37,2,R,WCSP,White-crowned Sparrow,V/S,1,56,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,9:37,2,R,CATH,California Thrasher,Song,1,161,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/8/2013,9:37,2,R,CLSW,Cliff Swallow,Visual,1,20,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/9/2013,8:08,3,R,BEWR,Bewick's Wren,Song,1,55,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,8:08,3,R,WIWA,Wilson's Warbler,Song,1,20,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,8:08,3,R,CATH,California Thrasher,Song,1,175,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,8:08,3,R,WESJ,California Scrub-Jay,Call,1,175,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,8:08,3,R,WETA,Western Tanager,Visual,1,52,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/9/2013,8:08,3,R,CATH,California Thrasher,Song,1,61,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/8/2013,9:18,4,R,BEWR,Bewick's Wren,Song,1,15,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,9:18,4,R,OCWA,Orange-crowned Warbler,Song,1,30,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,9:18,4,R,BEWR,Bewick's Wren,Song,1,50,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,9:18,4,R,TRES,Tree Swallow,Visual,1,40,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,9:18,4,R,CATH,California Thrasher,Call,1,25,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,9:18,4,R,WIWA,Wilson's Warbler,Song,1,35,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,9:18,4,R,MODO,Mourning Dove,Visual,1,10,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/8/2013,9:18,4,R,BEWR,Bewick's Wren,Song,1,45,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/8/2013,9:18,4,R,LEGO,Lesser Goldfinch,Call,1,33,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/8/2013,9:18,4,R,BHCO,Brown-headed Cowbird,Call,1,50,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/9/2013,7:49,5,R,WCSP,White-crowned Sparrow,Song,1,22,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,7:49,5,R,WREN,Wrentit,Song,1,21,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,7:49,5,R,WREN,Wrentit,Song,1,21,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,7:49,5,R,WREN,Wrentit,Song,1,67,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,7:49,5,R,SPTO,Spotted Towhee,Song,1,47,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,7:49,5,R,BEWR,Bewick's Wren,Song,1,75,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,7:49,5,R,CATH,California Thrasher,Song,1,27,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,7:49,5,R,BEWR,Bewick's Wren,Song,1,66,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,7:49,5,R,WCSP,White-crowned Sparrow,Song,1,80,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,7:49,5,R,BUSH,Bushtit,Visual,1,21,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/9/2013,7:49,5,R,BUSH,Bushtit,Visual,1,15,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/9/2013,7:49,5,R,BARS,Barn Swallow,V/C,1,40,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/8/2013,8:59,6,R,WCSP,White-crowned Sparrow,Song,1,54,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,8:59,6,R,WCSP,White-crowned Sparrow,Song,1,62,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,8:59,6,R,BEWR,Bewick's Wren,Song,1,24,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,8:59,6,R,WCSP,White-crowned Sparrow,Visual,1,35,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,8:59,6,R,BEWR,Bewick's Wren,Song,1,42,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,8:59,6,R,CATH,California Thrasher,Song,1,93,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,8:59,6,R,WCSP,White-crowned Sparrow,Song,1,116,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/8/2013,8:59,6,R,BARS,Barn Swallow,Call,2,,NA,NA,2,NA
2013 Spring Survey 2 of 4,5/8/2013,8:59,6,R,CATH,California Thrasher,Visual,1,212,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/8/2013,8:59,6,R,HOFI,House Finch,Song,1,102,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/8/2013,8:59,6,R,WESJ,California Scrub-Jay,Visual,1,48,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/9/2013,7:30,7,R,WCSP,White-crowned Sparrow,Song,1,48,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,7:30,7,R,BEWR,Bewick's Wren,Song,1,24,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,7:30,7,R,BEWR,Bewick's Wren,Song,1,22,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,7:30,7,R,CATH,California Thrasher,V/S,1,67,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,7:30,7,R,WCSP,White-crowned Sparrow,Visual,1,17,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,7:30,7,R,CLSW,Cliff Swallow,Visual,1,100,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,7:30,7,R,CLSW,Cliff Swallow,Visual,1,50,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/9/2013,7:30,7,R,SPTO,Spotted Towhee,Song,1,50,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/9/2013,7:07,8,R,BEWR,Bewick's Wren,Song,1,66,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,7:07,8,R,BEWR,Bewick's Wren,Song,1,89,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,7:07,8,R,WREN,Wrentit,Song,1,39,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,7:07,8,R,SPTO,Spotted Towhee,Song,1,70,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,7:07,8,R,CATH,California Thrasher,Song,1,98,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/9/2013,7:07,8,R,WREN,Wrentit,Song,1,79,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/9/2013,7:07,8,R,MODO,Mourning Dove,Visual,2,38,NA,NA,NA,2
2013 Spring Survey 2 of 4,5/9/2013,7:07,8,R,BEWR,Bewick's Wren,Call,1,102,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/9/2013,7:07,8,R,WCSP,White-crowned Sparrow,Song,1,75,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/9/2013,6:54,9,N,CATH,California Thrasher,Visual,2,30,2,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,6:54,9,N,WCSP,White-crowned Sparrow,V/S,1,52,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,6:54,9,N,WCSP,White-crowned Sparrow,Song,1,111,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,6:54,9,N,BEWR,Bewick's Wren,Song,1,111,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,6:54,9,N,RTHA,Red-tailed Hawk,Call,1,65,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,6:54,9,N,NUWO,Nuttall's Woodpecker,Call,1,96,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,6:54,9,N,SPTO,Spotted Towhee,Call,1,97,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,6:54,9,N,HOFI,House Finch,Call,1,46,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,6:54,9,N,RTHA,Red-tailed Hawk,Visual,1,280,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,6:54,9,N,WCSP,White-crowned Sparrow,Song,1,117,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/9/2013,6:54,9,N,WREN,Wrentit,Song,2,>150,NA,NA,2,NA
2013 Spring Survey 2 of 4,5/8/2013,7:51,10,N,CAQU,California Quail,Call,1,42,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,7:51,10,N,CAQU,California Quail,Call,2,40,2,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,7:51,10,N,Northern Flicker NOFL,Red-Shafted Flicker (Previously Northern Flicker NOFL),Call,1,69,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,7:51,10,N,CAQU,California Quail,Song,1,56,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,7:51,10,N,WREN,Wrentit,Song,1,56,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,7:51,10,N,WREN,Wrentit,Song,1,80,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,7:51,10,N,BEWR,Bewick's Wren,Song,1,21,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,7:51,10,N,BEWR,Bewick's Wren,Song,1,40,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,7:51,10,N,CALT,California Towhee,Call,1,40,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/8/2013,7:51,10,N,Northern Flicker NOFL,Red-Shafted Flicker (Previously Northern Flicker NOFL),Call,1,50,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/8/2013,7:51,10,N,WCSP,White-crowned Sparrow,Song,1,90,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/8/2013,7:51,10,N,WESJ,California Scrub-Jay,Visual,1,42,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/8/2013,7:30,11,N,AMGO,American Goldfinch,V/S,1,17,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,7:30,11,N,WIWA,Wilson's Warbler,Song,1,29,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,7:30,11,N,AMGO,American Goldfinch,Visual,2,29,2,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,7:30,11,N,WCSP,White-crowned Sparrow,Visual,1,29,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,7:30,11,N,WREN,Wrentit,Song,1,50,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,7:30,11,N,MODO,Mourning Dove,Call,2,20,2,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,7:30,11,N,ANHU,Anna's Hummingbird,Call,1,15,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,7:30,11,N,MODO,Mourning Dove,Call,1,97,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,7:30,11,N,BEWR,Bewick's Wren,Song,1,98,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,7:30,11,N,BEWR,Bewick's Wren,Song,1,70,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/8/2013,7:30,11,N,WCSP,White-crowned Sparrow,Song,1,80,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/8/2013,7:30,11,N,BEWR,Bewick's Wren,Song,1,30,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/8/2013,7:30,11,N,BUSH,Bushtit,Visual,4,25,NA,NA,NA,4
2013 Spring Survey 2 of 4,5/8/2013,7:30,11,N,SPTO,Spotted Towhee,Call,1,46,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/8/2013,7:30,11,N,SPTO,Spotted Towhee,Call,1,75,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/8/2013,7:30,11,N,CALT,California Towhee,Call,1,28,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/8/2013,8:39,12,R,SPTO,Spotted Towhee,Song,1,53,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,8:39,12,R,BEWR,Bewick's Wren,Call,1,46,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,8:39,12,R,WCSP,White-crowned Sparrow,Visual,1,51,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,8:39,12,R,CATH,California Thrasher,Song,1,56,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,8:39,12,R,BUSH,Bushtit,Visual,1,34,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,8:39,12,R,WREN,Wrentit,Song,1,71,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,8:39,12,R,WREN,Wrentit,Visual,1,18,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/8/2013,8:39,12,R,CAQU,California Quail,Call,1,65,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/8/2013,8:39,12,R,ANHU,Anna's Hummingbird,Visual,1,9,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/8/2013,8:39,12,R,WCSP,White-crowned Sparrow,Song,1,41,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/8/2013,8:39,12,R,CATH,California Thrasher,Visual,2,44,NA,NA,NA,2
2013 Spring Survey 2 of 4,5/8/2013,8:39,12,R,not official,Unknown Bird,Call,1,41,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,8:18,13,N,BEWR,Bewick's Wren,Song,1,31,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,8:18,13,N,TRES,Tree Swallow,Visual,1,39,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,8:18,13,N,SOSP,Song Sparrow,Song,1,40,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,8:18,13,N,COYE,Common Yellowthroat,Song,1,36,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,8:18,13,N,MAWR,Marsh Wren,Song,1,61,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,8:18,13,N,COYE,Common Yellowthroat,Song,1,46,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,8:18,13,N,WESJ,California Scrub-Jay,Visual,1,49,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,8:18,13,N,HOFI,House Finch,Visual,4,65,NA,4,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,8:18,13,N,PBGR,Pied-billed Grebe,Call,2,80,NA,2,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,8:18,13,N,AMRO,American Robin,Song,1,200,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,8:18,13,N,WESJ,California Scrub-Jay,Visual,1,48,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,8:18,13,N,BARS,Barn Swallow,Visual,1,40,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,8:18,13,N,TRES,Tree Swallow,Visual,1,40,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,8:18,13,N,ANHU,Anna's Hummingbird,V/C,1,26,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/8/2013,8:18,13,N,SPTO,Spotted Towhee,V/C,1,36,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/8/2013,8:18,13,N,MAWR,Marsh Wren,Call,2,75,NA,NA,NA,2
2013 Spring Survey 2 of 4,5/8/2013,8:18,13,N,BEWR,Bewick's Wren,Visual,1,50,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/8/2013,8:18,13,N,RWBL,Red-winged Blackbird,Song,2,150,NA,NA,NA,2
2013 Spring Survey 2 of 4,5/8/2013,6:33,17,N,SWTH,Swainson's Thrush,Song,1,20,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,6:33,17,N,WREN,Wrentit,Call,1,80,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,6:33,17,N,COLO,Common Loon,Call,1,150,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,6:33,17,N,SPTO,Spotted Towhee,Visual,2,20,2,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,6:33,17,N,WREN,Wrentit,Call,1,60,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,6:33,17,N,HOFI,House Finch,Song,1,50,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,6:33,17,N,CATH,California Thrasher,Song,1,90,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,6:33,17,N,COYE,Common Yellowthroat,Call,1,30,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/8/2013,6:33,17,N,SOSP,Song Sparrow,Song,1,40,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/8/2013,6:33,17,N,BEWR,Bewick's Wren,Call,1,20,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/8/2013,6:33,17,N,MALL,Mallard,Call,1,150,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/8/2013,6:33,17,N,MALL,Mallard,Visual,2,50,NA,NA,NA,2
2013 Spring Survey 2 of 4,5/8/2013,6:33,17,N,ANHU,Anna's Hummingbird,Visual,1,22,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/8/2013,6:47,18,N,WESJ,California Scrub-Jay,Visual,1,50,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,6:47,18,N,WESJ,California Scrub-Jay,Visual,1,27,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,6:47,18,N,CATH,California Thrasher,Call,1,45,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,6:47,18,N,WREN,Wrentit,Song,1,12,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,6:47,18,N,SPTO,Spotted Towhee,Call,1,40,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,6:47,18,N,SPTO,Spotted Towhee,Call,1,60,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,6:47,18,N,WREN,Wrentit,Call,1,70,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,6:47,18,N,CEDW,Cedar Waxwing,Visual,40,,NA,40,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,6:47,18,N,WCSP,White-crowned Sparrow,Visual,1,83,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,6:47,18,N,CATH,California Thrasher,Visual,1,61,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/8/2013,6:47,18,N,BEWR,Bewick's Wren,Visual,1,73,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/8/2013,6:47,18,N,CALT,California Towhee,Call,1,40,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/8/2013,6:47,18,N,AWPE,American White Pelican,Visual,5,400,NA,NA,NA,5
2013 Spring Survey 2 of 4,5/8/2013,6:47,18,N,WESJ,California Scrub-Jay,Call,1,58,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/9/2013,6:22,19,N,HOFI,House Finch,Song,1,78,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,6:22,19,N,BEWR,Bewick's Wren,Song,1,73,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,6:22,19,N,SPTO,Spotted Towhee,Song,1,77,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,6:22,19,N,WREN,Wrentit,Song,1,118,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,6:22,19,N,WCSP,White-crowned Sparrow,Song,1,60,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,6:22,19,N,MODO,Mourning Dove,Visual,1,62,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,6:22,19,N,WREN,Wrentit,Call,2,112,2,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,6:22,19,N,WREN,Wrentit,Song,1,97,1,NA,NA,NA
